id,nome,idade,sexo,"estado, renda_mensal"
5201,Dr. Benjamim Macedo,61,F,RJ,2022.0
5202,Nicolas Sá,96,M,PB,1473.04
5203,Rodrigo da Rosa,79,M,AP,9550.66
5204,Dr. Yuri da Rocha,27,M,AC,5936.54
5205,Rodrigo Brito,98,M,PR,1023.53
5206,Luiz Miguel Cunha,32,M,PI,3776.99
5207,Srta. Ana Sophia Ribeiro,83,F,RO,2616.01
5208,Maria Fernanda Sousa,20,M,PA,8929.89
5209,Emanuelly Novaes,60,F,AP,1553.1
5210,Julia Castro,79,F,PR,2494.67
5211,Dom Santos,44,F,SC,5045.57
5212,Alana Moura,77,M,GO,9084.07
5213,Stephany da Mata,34,M,PB,7140.06
5214,Leandro da Conceição,83,F,RO,9920.77
5215,Carlos Eduardo Martins,100,M,AL,1011.87
5216,Arthur Barros,46,M,AL,1782.14
5217,Sr. Liam da Rocha,40,M,TO,4014.41
5218,Sophia Aragão,99,F,SP,2547.35
5219,Dante Farias,68,F,PB,9272.09
5220,Gabriela da Conceição,100,M,BA,1845.6
5221,Antonella Nunes,33,F,PE,1280.9
5222,Dra. Stephany Sousa,44,M,PE,1713.51
5223,Ana Júlia Caldeira,23,F,SE,6929.08
5224,Ravy Jesus,79,M,GO,9713.08
5225,Stephany Fogaça,55,M,MS,9789.35
5226,Marcela Cirino,65,F,PA,5392.41
5227,Alícia Cirino,78,F,AL,1949.87
5228,Sra. Ana Lívia Viana,18,M,MS,6560.01
5229,Sr. João Lucas Freitas,24,F,MS,1797.55
5230,Liz Ribeiro,39,M,RJ,9369.5
5231,Sr. Breno Leão,33,M,PB,5667.53
5232,Sr. Luigi Aparecida,53,M,DF,8354.41
5233,Yago da Mota,45,M,PE,9067.6
5234,Caleb Lopes,99,M,ES,8679.4
5235,Cauã Mendonça,60,F,MT,5222.59
5236,Cecilia Freitas,20,M,PR,7420.04
5237,Bella da Mata,82,F,DF,2820.27
5238,João Marques,74,M,SE,6518.05
5239,Maria Cecília Carvalho,26,F,RS,7580.54
5240,Daniel Cirino,44,M,MA,2447.79
5241,Antônio Melo,50,F,RO,6784.99
5242,Sra. Natália Campos,94,F,AC,8313.08
5243,Laís Barros,86,M,RJ,7862.77
5244,Dra. Zoe Pimenta,89,F,SE,5347.2
5245,Ana Sophia Viana,32,F,SP,2390.37
5246,Manuella Souza,69,M,MA,8817.4
5247,Vitória Souza,18,M,AM,4010.1
5248,Calebe Porto,69,M,MG,9297.76
5249,Aurora Farias,45,F,RS,9924.21
5250,Catarina Gonçalves,25,F,SP,2333.49
5251,Srta. Ana Julia Rios,48,F,ES,6927.44
5252,Gabrielly Jesus,98,F,CE,5830.55
5253,Lívia Aparecida,44,M,SE,8350.12
5254,Yago Correia,73,M,RJ,3963.15
5255,Sr. Caleb Silva,97,M,TO,8669.72
5256,Raquel Santos,38,M,MS,3402.7
5257,Sra. Stephany Cavalcanti,50,M,BA,1659.08
5258,Sra. Heloisa Mendes,83,F,PA,4885.15
5259,Carlos Eduardo Andrade,81,F,SC,3918.25
5260,Luiz Miguel Fernandes,51,F,RJ,1966.91
5261,Thomas Azevedo,22,F,PR,1530.17
5262,Srta. Maria Sophia Moreira,34,F,AL,7144.35
5263,Bianca Azevedo,32,F,MA,5320.37
5264,Henry Gabriel da Luz,90,M,ES,7853.7
5265,Hadassa Ramos,55,M,GO,7113.84
5266,José Pedro Peixoto,37,F,AL,6685.78
5267,Breno Correia,51,M,PB,7005.61
5268,Dra. Maria Sophia Machado,60,F,AC,5430.8
5269,Miguel Jesus,54,M,RJ,1049.12
5270,Nina Pimenta,41,M,MT,9586.61
5271,Antônio Sales,19,F,GO,8228.34
5272,Rafael Moura,91,M,PI,9730.44
5273,Dra. Aylla Fonseca,85,M,AP,3352.94
5274,Asafe Cardoso,35,M,RN,7689.53
5275,Evelyn Novaes,45,F,RJ,1780.53
5276,João Pedro Pacheco,76,F,MG,7336.79
5277,Clarice Caldeira,57,F,TO,6276.88
5278,Maria Laura Machado,25,F,MT,2441.68
5279,Dom Fonseca,99,F,RJ,2829.24
5280,Gabriela Duarte,36,F,MG,3962.65
5281,Murilo Nascimento,99,M,PR,7429.1
5282,Srta. Jade Barros,48,F,CE,4656.2
5283,Mariane Costela,83,M,SC,8397.61
5284,Sra. Isabel Nunes,56,F,AC,1857.04
5285,Amanda Campos,86,F,RR,6616.49
5286,Aurora Freitas,27,F,RN,4320.21
5287,Hellena Costa,50,F,RN,7630.82
5288,Luiz Miguel Sá,38,M,GO,5611.2
5289,Ana Laura Gonçalves,54,M,RJ,6816.47
5290,Maitê Casa Grande,91,F,PI,5986.63
5291,Mariane Andrade,96,F,TO,3355.59
5292,Davi Luiz Rios,63,M,CE,2978.52
5293,Evelyn Pinto,88,M,PI,7307.53
5294,Luna Barbosa,97,F,AC,6927.65
5295,Manuela Novais,89,F,DF,5882.49
5296,Heloísa Fogaça,61,M,SP,4530.36
5297,Mateus Aragão,67,M,CE,8747.16
5298,Diego Pereira,91,F,MS,2011.49
5299,Maya da Paz,95,M,GO,4905.1
5300,Enzo Oliveira,45,M,BA,8362.09
5301,Vicente Porto,61,F,RN,4909.66
5302,Liz Cassiano,47,M,SP,7052.22
5303,Aylla das Neves,89,F,MS,2142.4
5304,Vitor Rodrigues,75,M,MG,1553.89
5305,Gabrielly Aragão,96,M,PE,4312.98
5306,Dr. Yan da Cruz,74,F,RN,2266.47
5307,Luana Caldeira,85,M,SC,1647.56
5308,Benicio da Luz,55,F,AL,7476.37
5309,Rodrigo Ribeiro,41,F,SC,2448.74
5310,Thomas Albuquerque,87,F,PR,1022.57
5311,Olívia Vargas,43,M,GO,5720.02
5312,Paulo Cavalcante,47,F,SE,4081.6
5313,Gabrielly Caldeira,98,M,PR,4211.65
5314,Dr. Gustavo Henrique Pereira,79,M,BA,5814.63
5315,Rafael Almeida,71,F,PA,7288.0
5316,Sr. Luiz Henrique Mendonça,55,M,RR,3921.87
5317,Eduarda Rodrigues,75,M,AC,9352.46
5318,Júlia Costa,46,F,PB,4428.59
5319,Ana Cecília Sá,75,F,RO,5773.83
5320,Laura Albuquerque,30,F,CE,4627.67
5321,Ana Júlia Pinto,85,F,SP,1950.09
5322,Bruna Cirino,25,M,PB,5893.82
5323,Sra. Hadassa Marques,49,M,PB,7652.77
5324,Miguel Fogaça,83,M,MG,3387.92
5325,Ian Pastor,64,F,CE,5908.28
5326,Giovanna Jesus,70,M,PR,4243.72
5327,Dra. Natália Pacheco,97,F,MT,1069.1
5328,Elisa Cassiano,61,M,RJ,6644.33
5329,Letícia Caldeira,40,M,PI,1115.32
5330,Melissa Oliveira,24,M,DF,6126.91
5331,Benício da Mata,36,M,AM,4409.76
5332,Alana Costa,86,M,RJ,3308.63
5333,Mariane Montenegro,42,F,PE,3006.68
5334,Lucca da Luz,44,F,RS,6381.34
5335,Noah Vargas,55,F,GO,4123.61
5336,Letícia Nunes,97,M,AM,6311.35
5337,Thiago Albuquerque,49,M,RO,3124.71
5338,Ian Camargo,92,F,MA,2162.03
5339,Theodoro Dias,71,F,SE,3558.99
5340,Samuel Mendes,44,F,PE,4748.94
5341,Igor Barbosa,89,M,AM,9874.59
5342,Ravi Lucca Castro,89,M,RN,3058.59
5343,Raquel Campos,36,F,SE,7838.47
5344,Vinicius Azevedo,56,M,RR,1727.83
5345,Alícia Melo,95,M,BA,9606.45
5346,Paulo Vasconcelos,95,M,BA,7136.75
5347,Vicente Mendes,68,F,SE,7760.65
5348,Luigi Silva,75,F,MS,4884.83
5349,Sr. Lorenzo Ramos,76,M,AC,5422.06
5350,Ana Beatriz Costela,72,M,PI,2748.83
5351,Isabel Vasconcelos,90,F,RR,5108.6
5352,Dr. Rafael Barros,61,M,DF,5455.97
5353,Alana Leão,60,F,TO,9440.48
5354,Zoe Viana,57,F,RR,8725.06
5355,Bruno Rocha,37,F,MT,9764.66
5356,Gustavo Henrique Ramos,61,F,AM,6350.88
5357,João Felipe Sampaio,54,M,BA,1816.56
5358,João Gabriel Rezende,42,F,PE,6350.27
5359,Melina Costa,38,F,DF,5874.41
5360,Nicolas Cardoso,30,M,PA,1278.49
5361,Beatriz da Mota,51,F,MS,5245.66
5362,Letícia Vasconcelos,88,M,MS,1532.51
5363,Davi Luiz Fonseca,85,F,RJ,7168.7
5364,Ravi Lucca Porto,53,M,MS,2758.76
5365,Daniela Borges,56,F,AM,9202.98
5366,Guilherme Fernandes,73,M,PR,5177.95
5367,Amanda Pereira,49,M,TO,9571.75
5368,Clara Costa,68,F,AC,4122.35
5369,João Guilherme Ramos,45,F,RJ,5727.63
5370,Ana Carolina Costela,91,F,PI,3843.67
5371,Laura Vasconcelos,67,M,TO,6562.91
5372,Clara Leão,97,M,RS,8700.7
5373,Emanuella Castro,21,F,RN,1904.41
5374,Isis Marques,75,F,PE,1658.54
5375,Sr. Benjamin Ferreira,63,M,RR,1636.92
5376,Bella da Cruz,54,F,PI,3344.66
5377,João Lucas Porto,73,M,AM,8727.9
5378,Isis Brito,64,F,MG,5313.07
5379,Pedro Henrique Peixoto,70,M,PB,1949.11
5380,Benjamin Novais,76,M,AC,4732.58
5381,Emanuel Novaes,40,M,RR,9606.17
5382,Elisa da Paz,78,M,PA,2154.83
5383,Maria Cecília Sá,33,F,PI,5428.19
5384,Júlia Ramos,31,M,ES,5406.65
5385,Marcelo Costela,100,F,MA,3474.16
5386,João Pedro Silveira,98,F,AC,4089.97
5387,Amanda Cirino,93,F,RO,6966.64
5388,Ísis Peixoto,74,M,PB,8324.24
5389,Dr. Josué Pastor,93,M,AC,8285.6
5390,Dra. Ana Carolina Câmara,40,F,RN,7968.16
5391,Ana Laura Dias,68,F,SP,8834.3
5392,Otávio Vieira,45,F,CE,6915.15
5393,Dra. Maria Luísa Lima,23,M,BA,4582.82
5394,Marina Câmara,95,F,PE,8331.98
5395,Sarah Dias,59,M,PI,1683.78
5396,Matheus Castro,73,M,RN,4784.18
5397,Enzo da Costa,85,F,ES,8855.93
5398,Julia Vargas,46,F,AL,9216.84
5399,Bárbara Borges,42,F,AC,6429.07
5400,Ágatha Cirino,80,M,PA,6680.2
5401,Srta. Catarina Costela,90,F,MT,6890.68
5402,Rebeca Melo,99,M,SE,2170.67
5403,Sophia Leão,88,F,AP,2327.54
5404,Bianca Peixoto,44,F,GO,1705.18
5405,Lunna Sampaio,73,M,DF,5561.73
5406,Luiz Henrique Silva,22,F,AM,4604.12
5407,Ester Pinto,62,M,AL,3174.4
5408,Marcela Santos,64,F,MA,2750.98
5409,Ágatha Caldeira,40,M,PA,4702.47
5410,Caleb Araújo,74,M,MT,1378.37
5411,Thiago da Rosa,29,F,AL,8145.67
5412,Yago Sousa,89,F,AM,2540.64
5413,Liam Martins,77,M,RO,3336.2
5414,Thomas Nunes,20,M,MT,3299.35
5415,Benjamin Correia,77,F,PB,6237.58
5416,Aurora Jesus,42,F,MG,5962.28
5417,Oliver Nascimento,82,M,CE,2000.66
5418,Caleb Caldeira,66,M,PA,8269.27
5419,Ana Júlia da Rosa,74,F,AC,9190.68
5420,Yan Siqueira,68,F,AP,9367.55
5421,Ana Peixoto,80,M,RR,7602.06
5422,Bruna Barros,84,M,AL,7303.0
5423,Lavínia Castro,79,F,MA,4166.08
5424,Srta. Maria Cecília Andrade,53,F,SE,1612.79
5425,Gabriela da Rosa,55,M,RN,5436.01
5426,Gustavo Henrique Mendes,25,F,PB,4077.21
5427,Liam Vasconcelos,55,F,AM,4566.18
5428,Asafe Barbosa,100,F,GO,8098.17
5429,Srta. Maysa Cavalcante,33,F,MA,1936.39
5430,Sr. Joaquim Machado,75,M,RJ,4516.6
5431,Luana Leão,32,F,SP,1409.38
5432,Natália Fernandes,95,M,MS,1888.84
5433,Heitor Aragão,58,M,DF,9796.71
5434,Dr. Luiz Miguel Fonseca,69,M,RJ,1145.83
5435,Sra. Júlia da Mota,49,M,DF,5319.77
5436,Sra. Giovanna Machado,90,M,AL,4541.75
5437,Luigi Pires,78,F,MA,7847.24
5438,Dante Monteiro,34,F,TO,2893.97
5439,Vitor Oliveira,72,M,ES,1524.71
5440,Dr. Thomas Rocha,50,M,TO,4009.45
5441,José Marques,50,F,RO,7262.45
5442,Evelyn Mendonça,19,F,MG,5649.73
5443,Luiz Miguel da Mata,99,F,RS,5430.04
5444,Sra. Ana Júlia Mendonça,18,F,DF,8517.67
5445,Ryan Melo,26,M,RR,1646.48
5446,Hadassa Moraes,66,M,PI,7342.82
5447,Elisa Carvalho,45,M,AC,4924.84
5448,Luigi das Neves,88,M,SC,3457.65
5449,Arthur Cunha,55,M,RJ,7504.76
5450,Aylla Ramos,85,F,GO,1717.43
5451,Dra. Manuella Freitas,66,F,GO,9753.33
5452,Mathias Cirino,70,F,BA,1480.64
5453,Rael Silveira,89,M,SC,1803.86
5454,Lucas Gabriel Abreu,90,M,AM,8742.46
5455,Kamilly Marques,75,M,RN,3741.67
5456,Heloisa Garcia,67,M,MS,6550.77
5457,Dr. Liam Pereira,21,M,BA,4436.89
5458,Isis Macedo,50,M,PI,5337.19
5459,Nina Porto,32,M,MG,5566.7
5460,Vinicius Fernandes,62,F,PI,2778.24
5461,Sra. Ana Carolina Sousa,36,F,DF,7049.04
5462,Maria Fernanda Costela,81,F,PE,1551.95
5463,Pedro Lucas Andrade,64,F,RR,8362.74
5464,Cauê da Rosa,70,F,PI,1030.43
5465,Ágatha Marques,56,M,RS,4072.52
5466,Luiz Miguel Freitas,91,F,SC,7013.3
5467,Igor da Cruz,40,F,PB,8377.41
5468,João Pedro Mendes,27,F,ES,7198.61
5469,Clara Mendes,48,M,SC,3949.18
5470,Davi Miguel Araújo,84,M,RS,4668.58
5471,Ayla Aparecida,21,F,SE,4704.42
5472,Sophie Fonseca,43,F,PB,4261.26
5473,Dra. Anna Liz Ramos,92,F,PR,7424.28
5474,Dr. Noah da Paz,50,F,GO,7070.41
5475,Isabella Pinto,75,F,RR,3136.16
5476,Erick Azevedo,78,M,GO,3246.44
5477,Srta. Emilly Câmara,69,M,ES,1647.69
5478,Luara Ramos,52,M,MA,5109.33
5479,Aurora Sales,94,M,PI,9667.07
5480,Carlos Eduardo Barbosa,77,M,BA,2408.65
5481,Ravy Moreira,50,M,DF,5522.13
5482,Bento Moreira,74,F,RJ,6836.7
5483,Liz Pires,43,F,AL,9388.02
5484,Lucas Nunes,31,M,PB,6449.7
5485,Isadora Santos,33,F,AL,4636.23
5486,Caroline Carvalho,34,M,TO,1601.82
5487,Dr. Eduardo Borges,96,M,MG,9523.19
5488,Stella Brito,96,M,MG,8026.32
5489,Agatha Pacheco,45,F,SC,2400.98
5490,Ana Julia da Cunha,70,F,MG,8391.48
5491,Júlia da Mota,66,F,ES,3768.61
5492,Nina Melo,65,F,AC,9378.73
5493,Ana Beatriz Vargas,57,M,MG,1111.85
5494,Alana Nunes,70,M,PI,4382.71
5495,Bella Andrade,52,M,MA,3784.05
5496,Raquel Fogaça,48,M,PB,8441.85
5497,Guilherme Cavalcante,49,F,PI,2629.37
5498,Eloah Rocha,53,M,SC,6106.4
5499,Valentina Silveira,74,M,RS,8896.67
5500,Isabel Montenegro,34,M,AC,5550.19
5501,Sra. Mirella Rodrigues,59,F,RN,2750.91
5502,Raul Silveira,59,F,SE,7816.39
5503,Fernanda Duarte,71,M,SC,6896.1
5504,Rafael Ribeiro,67,M,TO,1401.94
5505,Dr. Enzo Cunha,70,F,MG,2355.34
5506,Jade Almeida,83,F,RN,1811.34
5507,Kaique Castro,89,M,PR,5005.55
5508,Kaique Cirino,57,M,PA,1822.27
5509,Esther Almeida,41,F,RS,4539.29
5510,Sr. Bento Pereira,65,F,RO,4263.33
5511,Caio Albuquerque,48,M,DF,5842.79
5512,Dra. Mariane Alves,18,M,GO,9059.92
5513,Manuela da Mota,20,F,BA,1498.69
5514,Luara Costela,40,M,AM,2917.3
5515,Ester da Rocha,41,M,RO,1260.53
5516,Matteo Brito,26,M,DF,3463.13
5517,Renan Casa Grande,57,F,PR,6475.88
5518,Dr. Ravi Rodrigues,99,F,AM,4725.56
5519,Maria Sophia Vieira,45,M,TO,8511.56
5520,Guilherme Sousa,24,F,RS,7462.63
5521,Olívia Pereira,85,F,MA,7497.89
5522,Sra. Valentina Andrade,81,M,RO,7846.28
5523,Heloísa Sá,89,M,MS,6522.75
5524,João Gabriel das Neves,96,M,SE,3789.29
5525,Ana Fogaça,40,M,AP,1055.69
5526,Maria Sophia da Cunha,92,M,PA,4131.46
5527,Thomas Pereira,69,F,BA,3632.74
5528,Rodrigo Silva,88,F,RN,2472.7
5529,Luiz Miguel Costela,30,F,AM,1749.49
5530,Mirella Casa Grande,73,F,PA,5749.27
5531,Matheus Martins,47,F,RN,9175.19
5532,Dra. Maria Fernanda Martins,95,F,BA,8109.11
5533,Dr. Liam Camargo,36,M,RR,6529.75
5534,Rafaela Almeida,46,F,MT,2421.86
5535,Srta. Catarina Novaes,78,F,MG,4447.67
5536,Milena Cavalcante,47,F,PR,5795.79
5537,Diego Teixeira,36,M,PB,2370.7
5538,Maria Eduarda Farias,86,M,SC,5158.33
5539,Isabel Caldeira,42,F,SP,9530.28
5540,Melina Araújo,72,M,AP,8561.64
5541,Luiz Gustavo Farias,90,M,SC,4517.5
5542,Srta. Carolina Montenegro,89,M,PE,4584.91
5543,Benjamin Cavalcanti,81,M,MS,2684.55
5544,Maria Almeida,22,F,PA,5615.91
5545,Anthony Moreira,27,M,SE,9366.11
5546,Srta. Olivia Borges,49,M,MS,6119.29
5547,Lívia da Mata,94,F,RS,3717.04
5548,Brenda Costa,21,M,DF,7562.9
5549,Ravi da Rocha,51,M,DF,2402.61
5550,Lorenzo Cavalcanti,85,F,PR,7378.29
5551,Srta. Olívia das Neves,44,M,BA,7332.52
5552,Yan Marques,47,M,PI,8576.18
5553,Maria Isis Abreu,36,M,PI,6396.23
5554,Danilo Fernandes,82,F,MT,7362.78
5555,Pedro Henrique Viana,95,F,CE,3087.4
5556,Agatha Ferreira,85,M,MA,1389.05
5557,Emanuella Mendonça,57,F,MG,4900.23
5558,Davi Castro,53,M,BA,9747.67
5559,Liz Montenegro,90,F,DF,9049.54
5560,Bernardo Castro,19,M,PI,7288.83
5561,Mariana Silveira,75,M,RR,4479.22
5562,Marina da Rosa,62,F,BA,4410.81
5563,Kevin da Rosa,54,M,PA,3583.9
5564,Srta. Mirella Vargas,47,M,AC,9172.04
5565,Léo da Costa,24,M,PB,8694.01
5566,Alexia Lopes,37,F,MA,1913.29
5567,Arthur Miguel Guerra,46,M,RN,7403.85
5568,Dra. Lunna Sá,64,M,RJ,2775.86
5569,Hadassa Cirino,83,M,PI,4391.36
5570,Beatriz Almeida,36,M,RJ,5527.41
5571,Esther Rios,48,F,PI,6300.39
5572,Lara Casa Grande,64,F,PE,4268.64
5573,Camila Aragão,77,F,MG,7826.79
5574,Sr. João Gabriel Jesus,56,M,RJ,5047.14
5575,Lunna Macedo,93,F,RO,4569.58
5576,Dr. Rael Camargo,49,M,TO,8659.8
5577,Ana Julia Gonçalves,34,F,DF,8978.11
5578,Bella Rios,60,F,BA,8796.6
5579,João Lucas Porto,37,F,SE,2415.18
5580,Isaac Carvalho,63,M,TO,2392.72
5581,Luiza Lopes,33,F,MA,1001.63
5582,Renan Campos,53,F,AL,5929.39
5583,José Rios,86,F,PE,7516.07
5584,Catarina Porto,43,F,TO,4770.09
5585,Larissa Barros,96,F,MT,8014.83
5586,Maria Isis Lima,41,M,MA,2412.17
5587,Maria Helena Moura,51,F,SP,2402.76
5588,Ana Vitória Pimenta,90,M,MA,7314.81
5589,Dr. Luiz Miguel da Cruz,84,F,GO,4013.56
5590,Amanda Carvalho,19,F,PE,4969.85
5591,Ravi Fernandes,26,M,ES,5306.8
5592,Gael Henrique Borges,65,F,BA,9030.22
5593,Ana Júlia Carvalho,24,M,GO,1801.69
5594,Sophia Sousa,30,F,RS,9617.77
5595,Maria Laura Abreu,27,F,RR,2284.72
5596,Amanda Nogueira,58,M,PB,4701.33
5597,Eduarda da Rocha,95,M,ES,4649.54
5598,Enzo Monteiro,91,M,RJ,5240.6
5599,Camila Nascimento,46,M,RJ,6241.8
5600,Antônio Alves,99,F,CE,2189.51
5601,Dra. Evelyn Vargas,35,M,MA,5724.85
5602,Clara Guerra,25,M,SP,3341.93
5603,Dr. Diogo Rocha,73,F,MG,8704.13
5604,Dr. Pedro Miguel Costa,77,F,RO,8521.72
5605,Maria Sophia Nascimento,86,M,SE,8656.19
5606,Danilo Montenegro,90,M,RN,6471.84
5607,Elisa Abreu,56,F,AC,2283.93
5608,Sra. Cecilia Montenegro,88,F,RR,4657.72
5609,Dra. Gabrielly Correia,31,M,RR,8803.92
5610,Srta. Ayla Carvalho,76,M,AL,5107.82
5611,Dr. Ravi Lucca Ribeiro,87,F,PA,4800.32
5612,Ísis Marques,87,M,AC,4638.81
5613,Raquel Vasconcelos,94,F,AL,1771.7
5614,Isabel Dias,33,M,SC,3308.04
5615,Anthony Gabriel da Cunha,33,M,TO,4171.04
5616,Bernardo Moreira,28,M,PI,2183.21
5617,João Guilherme Sales,34,F,PA,7338.72
5618,Calebe Montenegro,35,M,RN,3494.43
5619,Vitória da Rosa,79,F,PE,8075.4
5620,Sra. Melissa Caldeira,80,F,BA,2255.52
5621,Ana Vitória Sales,32,M,SP,1994.5
5622,Ana Cecília Câmara,51,F,MS,1263.35
5623,Theo Gomes,19,M,RJ,7463.75
5624,Thiago Andrade,82,M,AP,8829.88
5625,Dante Vargas,66,F,TO,6953.86
5626,Maria Alice Mendonça,93,F,AL,9915.04
5627,Asafe Pinto,83,M,RS,1642.87
5628,Ana Vitória Dias,82,M,MS,2018.75
5629,Thomas Fogaça,76,M,SE,4262.7
5630,Vicente Azevedo,38,F,PI,9970.99
5631,Igor Lima,60,M,DF,7449.76
5632,Marcelo Santos,22,M,PR,9294.18
5633,Isabel Câmara,63,F,SE,3027.44
5634,Sr. Arthur Jesus,60,M,AC,7777.42
5635,Miguel Rios,28,M,PE,1571.25
5636,Eloá da Mata,63,F,AC,3323.78
5637,Marcelo Rodrigues,29,M,TO,3050.89
5638,Anna Liz Araújo,74,M,AP,3864.48
5639,Dr. Rodrigo Cassiano,75,M,RS,9852.37
5640,Augusto Nascimento,51,F,PI,1015.02
5641,Dra. Heloísa Brito,63,M,CE,3951.84
5642,Sr. Matteo Souza,77,F,TO,8814.86
5643,Maria Isis da Conceição,88,F,BA,4681.5
5644,Heloisa Cavalcante,46,F,ES,3172.77
5645,Arthur Gabriel Nascimento,87,F,AP,9177.62
5646,Cecilia Fonseca,87,F,GO,5950.23
5647,Theo Souza,83,F,ES,9677.49
5648,João Felipe Moura,84,F,RN,7614.52
5649,Srta. Mirella Nunes,47,F,PR,4931.76
5650,Sr. Erick Fernandes,39,F,RO,2918.18
5651,José Miguel Aparecida,24,M,GO,2555.84
5652,João Vitor Cunha,54,M,MT,4305.45
5653,Juliana Pastor,81,M,RR,8226.54
5654,Vinicius Montenegro,70,F,GO,2444.31
5655,Laura Abreu,88,F,PI,9717.07
5656,Luiz Fernando Moura,21,F,RO,9973.34
5657,Larissa Costela,36,M,ES,3623.66
5658,Rael Mendes,33,M,DF,7933.99
5659,Maria Alice Sampaio,37,F,RO,6275.48
5660,Sra. Ana Liz Martins,18,F,SP,9514.63
5661,Sra. Marcela Melo,60,M,MS,3769.9
5662,Ana Beatriz da Costa,77,F,SC,5456.1
5663,Manuela Marques,44,M,RS,3522.75
5664,Ryan Sampaio,56,M,MT,8528.66
5665,Isaac Melo,49,F,AL,3147.92
5666,Ana Beatriz Machado,39,M,SE,1149.1
5667,Breno da Mota,47,M,MG,7620.0
5668,Maria Duarte,53,F,AL,2971.58
5669,Lavínia Sampaio,80,M,AC,9075.54
5670,Bento Martins,35,F,MS,1924.21
5671,Maria Liz Silva,28,F,MG,1178.73
5672,Srta. Beatriz Costa,35,F,AP,3723.37
5673,Luana Ribeiro,39,M,SE,6481.46
5674,Fernando Almeida,61,F,RO,9939.99
5675,Maria Eduarda Porto,37,F,SE,8967.89
5676,Brenda Souza,87,F,RN,6389.83
5677,Noah Abreu,38,M,AC,6879.26
5678,Bernardo Moraes,92,F,PR,6140.37
5679,Vinícius Jesus,83,M,RJ,6560.66
5680,Srta. Pietra Camargo,52,M,GO,8524.08
5681,Sr. Gustavo Henrique Camargo,37,M,RJ,2157.78
5682,Lara Sá,90,M,CE,6457.27
5683,Vinícius Aragão,85,F,SP,2344.44
5684,Dr. João Costela,53,F,PA,4583.99
5685,Enzo Gabriel Gomes,96,F,TO,1892.08
5686,José Miguel Alves,73,F,MA,5203.39
5687,Dr. Matheus Cavalcanti,56,M,RR,4149.04
5688,Dra. Bella Castro,68,F,SP,4105.85
5689,Heitor Aparecida,68,M,PA,3678.77
5690,Amanda Melo,55,F,PA,7323.22
5691,Maria Vitória Ramos,95,M,AC,1309.9
5692,Alexandre Aparecida,80,F,SE,9893.66
5693,Elisa Barbosa,19,F,PA,6171.54
5694,Ana Clara Casa Grande,22,F,PE,1624.1
5695,Maitê Vieira,66,F,PR,3823.04
5696,Srta. Giovanna Novais,24,M,PI,3903.29
5697,Josué Oliveira,99,F,PI,9455.99
5698,Sr. Thomas Rocha,70,M,BA,1315.62
5699,Emanuella Camargo,79,M,RO,8805.38
5700,Yago Moura,22,F,PB,5062.55
5701,Zoe Rezende,99,F,MT,2064.1
5702,Théo Camargo,20,F,MA,3115.3
5703,Aurora Siqueira,60,M,PA,6361.0
5704,Carolina Moreira,53,F,PB,4224.56
5705,Emanuella Rocha,69,M,SE,1164.59
5706,Aylla Marques,98,M,PR,4920.62
5707,Alice Casa Grande,80,M,AC,1459.93
5708,Rafael da Rocha,85,F,CE,9071.59
5709,Sr. João Guilherme Pires,26,M,SE,8228.07
5710,João Miguel Carvalho,100,M,AL,6133.14
5711,Maria Julia Monteiro,87,F,AC,8861.1
5712,Dr. Gael Henrique Rezende,36,M,ES,4167.36
5713,Valentim Costa,86,F,RO,5837.09
5714,Maria Luiza Araújo,29,M,PI,5578.79
5715,Luiz Henrique Casa Grande,46,F,DF,2716.21
5716,Sra. Isis Fogaça,18,F,DF,4840.99
5717,Rhavi Novais,47,F,AL,9907.94
5718,Sr. Brayan Almeida,97,M,SE,8492.53
5719,Emanuella Sá,21,F,RN,3049.11
5720,Srta. Maria Isis Dias,72,F,SP,1071.77
5721,Daniela Garcia,50,F,SC,4733.17
5722,Srta. Emanuelly Pinto,99,F,RN,5111.08
5723,Mathias Araújo,50,M,BA,3180.38
5724,Maria Luísa Correia,67,M,RN,6289.64
5725,Isadora Aparecida,74,M,PI,6819.33
5726,Oliver Cassiano,65,M,TO,2844.51
5727,Felipe Rocha,51,F,PE,2989.83
5728,Elisa Abreu,63,F,AL,5809.63
5729,Pedro Henrique Cunha,78,F,AL,2892.13
5730,Dr. Luiz Fernando Borges,93,F,PA,5734.68
5731,Bárbara Cunha,93,F,AM,5480.61
5732,Stephany Brito,18,M,RS,5429.27
5733,Carolina Gomes,62,M,ES,6076.58
5734,Maria Clara Moraes,55,M,SE,5671.67
5735,Srta. Maria Sophia Porto,22,F,RJ,3989.35
5736,Alícia Machado,19,M,MT,9805.59
5737,Maria Luísa Andrade,44,F,AC,6069.61
5738,Paulo Rios,20,F,AM,2800.23
5739,Eloá Moura,26,M,PR,3971.51
5740,Melissa Porto,41,M,MT,5410.92
5741,Brayan da Cruz,78,F,RO,8721.99
5742,Luna Novaes,23,M,PB,3548.31
5743,Emanuel Lima,52,F,SC,4871.79
5744,Natália Melo,51,M,GO,3479.2
5745,Maria Luiza Novaes,88,M,AP,3148.41
5746,Erick das Neves,84,M,MG,1200.67
5747,Isabelly Alves,94,F,MG,8715.45
5748,Dra. Aylla Moreira,52,F,AC,1060.03
